name,state,population,breast,colorectal,prostate,lung,melanoma,poverty,income,region,black_alone,white_alone,asian_alone,lat,lon
muscatine,ia,42949,121.9,51.4,139.4,62.8,27,12.7,54025,west_north_central,1.7346154741670354,91.39444457379683,1.1036345432955366,41.483922,-91.112756
o'brien,ia,14055,101.5,44.5,123.1,53.2,26.1,9.4,57287,west_north_central,0.4838135894699395,94.49306296691569,0.8609035930273924,43.083753,-95.624878
page,ia,15552,104.4,55,149.5,98,29.7,17.3,47438,west_north_central,2.436985596707819,94.31584362139918,1.1574074074074074,40.739144,-95.150175
palo alto,ia,9155,132.4,43.3,94.6,61.1,33.1,10.8,49536,west_north_central,1.813216821409066,96.48279628618242,0.5024576734025122,43.082064,-94.678137
plymouth,ia,24972,96.1,54.5,123.4,54.9,44.4,8.3,58113,west_north_central,0.48854717283357363,95.41886913342944,0.5686368732980939,42.737847,-96.214027
polk,ia,459159,133.2,43.8,117.4,75.3,19.1,12.4,59388,west_north_central,6.400832826972792,85.02827996402118,4.097273493495718,41.685505,-93.573534
pottawattamie,ia,93198,119.4,48.2,100.4,84.6,19.9,13.6,50570,west_north_central,1.4506749071868494,94.322839545913,0.6824180776411511,41.336612,-95.542394
poweshiek,ia,18622,112.7,52.6,102.4,43.4,16.6,12,50799,west_north_central,1.788207496509505,94.68370744280958,2.003007195789926,41.686442,-92.531468
scott,ia,171116,124.9,42.9,120.1,72.7,26.7,14.2,54444,west_north_central,7.7456228523340895,85.90020804600388,2.4112298090184434,41.637098,-90.623243
shelby,ia,11944,129.4,63.7,104,52.4,21,9.4,54740,west_north_central,0.4102478231748158,96.14869390488948,0.3097789685197589,41.685093,-95.310211
sioux,ia,34621,125.9,35.8,121.1,43.1,31.2,8.2,61817,west_north_central,0.4217093671471073,92.86271338205135,0.7105513994396464,43.082617,-96.177883
story,ia,94834,127.6,42.8,150.7,56,25.8,21.1,53782,west_north_central,2.2523567496889303,87.56353206655841,6.878334774447983,42.036241,-93.465045
tama,ia,17423,123.3,37.7,118.1,65.3,21.3,11.5,53844,west_north_central,0.5050794926246915,88.62997187625552,0.3443723813350169,42.079812,-92.532543
taylor,ia,6209,143.8,50.8,96.2,57.9,43.8,14.1,45009,west_north_central,0.19326783701079078,95.98969238202609,0.7086487357062329,40.737432,-94.696415
union,ia,12539,121.8,44.5,80,74.3,20,13.5,43357,west_north_central,0.9889145864901507,97.36023606348193,0.645984528271792,41.02773,-94.242379
van buren,ia,7380,101.4,49.4,56.7,75.4,46.2,16.2,43019,west_north_central,0.5826558265582655,97.95392953929539,0.04065040650406504,40.753229,-91.949987
wapello,ia,35242,125.6,52.4,107.6,78.5,20.7,19.9,40629,west_north_central,2.357981953351115,90.80926167640882,0.9165200612905057,41.030585,-92.40945
warren,ia,48170,144.3,44.5,118.2,69.5,18.4,7,66328,west_north_central,0.40066431388831225,96.78015362258667,0.4774756072244135,41.334373,-93.561359
washington,ia,22115,127.7,39.8,116.3,52.9,27.6,9.3,54480,west_north_central,0.8817544652950486,96.45941668550758,0.4657472303866154,41.335591,-91.717868
webster,ia,37050,108.6,40.2,132.9,67.6,21,15.9,45202,west_north_central,4.512820512820513,91.53036437246963,1.1686909581646423,42.427966,-94.181788
winnebago,ia,10580,108.6,46.4,100.6,61.3,22.8,11.1,50383,west_north_central,0.7466918714555766,95.34971644612476,1.1247637051039698,43.377568,-93.734195
winneshiek,ia,20789,116.1,41.7,130.1,36,29.2,10.9,53194,west_north_central,0.8562220405021886,96.80119293857328,1.173697628553562,43.290675,-91.843707
woodbury,ia,102426,109.5,46.8,131.7,71.5,25.2,16.5,45678,west_north_central,3.074414699392732,86.19979302130318,2.764922968777459,42.389729,-96.044795
wright,ia,12891,125.2,51.6,99.4,56.1,24.9,10.6,49369,west_north_central,0.4887130556202001,93.25886277247692,0.5662865565122954,42.733119,-93.735146
ada,id,425798,129,35.2,146.8,52.2,30.1,13.6,53420,mountain,1.23368357765889,91.31395638307366,2.495079826584437,43.451118,-116.241086
bannock,id,83815,103.7,34.8,108.8,41,21.4,17.7,42665,mountain,0.6311519417765317,90.1509276382509,1.2432142217980076,42.668507,-112.224629
benewah,id,9068,107.9,41.9,94.8,79,23.3,16.5,39530,mountain,0.23158359064843406,86.94309660344067,1.1358623731804147,47.217551,-116.658826
bingham,id,45261,110,45.3,133.2,38.7,18.1,14.1,47721,mountain,0.31373588740858577,85.08649830980315,1.029583968538035,43.216516,-112.398053
blaine,id,21427,130.5,19.7,111.2,22.6,49.3,9.9,67936,mountain,0.11667522284967564,92.01941475708219,1.1340831660988473,43.412325,-113.980397
bonner,id,41389,121,41.7,107.5,54.3,24.8,17,41797,mountain,0.1038923385440576,95.39249559061587,0.5291260963057818,48.299758,-116.600801
bonneville,id,108989,103.7,34.2,138.1,35.7,28.3,12,50559,mountain,0.4367413225187863,89.69529035040233,0.8927506445604603,43.387732,-111.614925
canyon,id,202782,106.7,38.5,138.1,56.1,26.1,20.1,42237,mountain,0.41522423094752,88.89250525194544,0.8309416023118422,43.625134,-116.709293
cassia,id,23441,113.8,18.8,103.8,34,20,15.3,44160,mountain,0.18770530267480057,93.827055159762807,0.4351350198370377,42.283919,-113.60035
clearwater,id,8528,87.5,36,128.4,55.4,24.4,17.8,40068,mountain,0.21106941838649157,94.0548780487805,0.6449343339587242,46.673693,-115.656891
elmore,id,26103,103.7,48.2,121.7,72.4,22.7,16.6,42680,mountain,2.63188139294334,84.63778109795808,2.942190552810022,43.3539,-115.469179
fremont,id,12896,94.2,47.4,136.1,40.4,24.7,16.7,44130,mountain,0.31792803970223327,93.71898263027295,0.14733250620347393,44.228805,-111.481909
gem,id,16853,145.3,40.4,135.8,67.1,27.8,18.4,44173,mountain,0,93.7696552542574,0.7654423544769478,44.061691,-116.397227
gooding,id,15157,137.6,40.5,151.6,66.9,23.9,16.3,41310,mountain,0.07917133997492908,88.38820347034374,0.6465659431285875,42.970902,-114.811515
idaho,id,16251,105.4,34.1,97.2,48.2,15.2,15.8,39434,mountain,0.19691095932557998,93.3604085902406,0.3076733739462187,45.844198,-115.46746
jefferson,id,27096,92.7,36.3,122.1,33.9,27.1,13.1,52950,mountain,0.06643046944198405,91.68881015648066,0.15131384706229703,43.820143,-112.311283
kootenai,id,147716,136,40,127.4,56.6,27,13.3,51681,mountain,0.38587559912264074,94.14010669121828,0.8556960654228384,47.674556,-116.700014
latah,id,38593,128.9,34.7,119.2,50.6,25,18.1,43699,mountain,0.7099733112222424,92.7551628533672,2.339802554867463,46.816128,-116.71168
lemhi,id,7743,118.4,57.3,109.7,46.5,33.5,18,38367,mountain,0.2066382539067545,95.44104352318223,0.43910628955185327,44.943243,-113.933163
minidoka,id,20331,130.3,34.7,109.1,54.8,17.5,14.4,41968,mountain,0.45251094387880575,90.29560769268605,0.4377551522305838,42.854399,-113.637517
nez perce,id,39995,128.9,30.4,140.7,69.3,26.5,13.4,46753,mountain,0.385048131016377,89.88623577947243,0.8526065758219777,46.326761,-116.750235
owyhee,id,11356,126.5,34.1,120.2,40.7,30.5,18.4,35017,mountain,0.12328284607256076,85.21486438886932,0.1585065163790067,42.581531,-116.169979
payette,id,22773,118.2,41.7,158.5,64.8,24.9,17.6,43642,mountain,0.3820313529179291,91.85878013436965,1.4139551222939446,44.006738,-116.760843
twin falls,id,80955,126.3,43.7,119,53.4,25.4,16,44602,mountain,0.6386263973812611,92.55265270829473,1.57124328330554,42.355978,-114.667163
valley,id,9897,129.5,24.8,121.5,41.3,27.5,11.7,48879,mountain,0.010104071940992219,98.8279276548449,0.11114479135091442,44.766702,-115.566128
washington,id,10035,136.1,38.1,174.4,68.3,23.9,17.9,37539,mountain,0,91.09118086696562,0.6078724464374688,44.452426,-116.784771
adams,il,66949,115.5,48.5,115.6,74.1,22.4,15.9,43604,east_north_central,3.795426369325905,93.00811065139136,0.7976220705313,39.987894,-91.188489
boone,il,53656,117.1,41.3,97.8,66.3,23,10.2,59537,east_north_central,2.141419412554048,87.53354704040555,1.3232443715521098,42.32308,-88.823363
bureau,il,33822,111.9,47.7,152.4,69.6,25.2,12,49062,east_north_central,0.6977706818047424,94.99733901011176,0.7864703447460233,41.404152,-89.528677
carroll,il,14793,124.3,46.8,127.7,54,14.9,14,43643,east_north_central,1.2911512201717028,95.94402758061246,0.6016359088758196,42.068686,-89.934413
cass,il,13068,112.9,58.6,74.2,89.7,22.5,12.9,45257,east_north_central,4.415365779002142,89.8989898989899,0.283134374043465,39.973565,-90.247386
champaign,il,206420,131.6,33.7,116.3,62.4,24.9,21.6,46917,east_north_central,12.583083034589672,73.05784323224493,10.177792849530084,40.140084,-88.199192
christian,il,33888,130.2,57,105.3,94.1,22.9,13.1,49391,east_north_central,1.5462700661000943,96.53564683663834,0.5282105760151086,39.545793,-89.277268
clark,il,16089,99.2,49.7,127.4,75.5,19.8,13.7,46287,east_north_central,0.4475107216110386,97.2465659767543,0.4350798682329542,39.333567,-87.787723
clay,il,13466,126.5,46.6,126,79.5,21.1,14.2,42369,east_north_central,0.6237932570919352,97.8241497103817,0.2747660775285905,38.754162,-88.490192
clinton,il,37858,138.6,52.1,120.2,63.6,25.8,9.5,61843,east_north_central,3.388979872153838,93.87447831369856,0.5626287706693434,38.606452,-89.422485
coles,il,52802,125.1,45.2,94.7,80.4,20.3,19.8,39353,east_north_central,3.674103253664634,92.99647740615886,1.1268512556342563,39.520287,-88.221795
cook,il,5227575,128.6,46.8,135.4,63.4,13.4,17.8,53795,east_north_central,23.891536706790433,56.728597868036324,6.845334595869021,41.895417,-87.646165
cumberland,il,10890,80.6,60.5,105.9,89.1,23.4,12.1,47382,east_north_central,0.18365472910927455,98.33792470156106,0.3213957759412305,39.273317,-88.24023
de witt,il,16322,122.7,67.7,175.8,94.3,22.2,13.8,53303,east_north_central,0.33696850876118123,96.10341869868888,0.049013601274353634,40.174629,-88.90409
dekalb,il,104458,124.9,43.4,140,72.8,20.2,18.7,54204,east_north_central,6.880277240613452,83.95814585766529,2.4737214957207683,41.893529,-88.770315
douglas,il,19770,115.8,41,144.1,66.3,22.9,10.7,49179,east_north_central,0.29337379868487606,96.59079413252402,0.6828528072837633,39.769464,-88.217355
dupage,il,930514,145,39.2,123.2,56.1,16.2,7,76269,east_north_central,4.7061086668228524,78.88457347229595,11.078178297156196,41.851956,-88.085628
edgar,il,17828,111.6,51.3,93.7,76.6,24.1,18.5,44433,east_north_central,0.4487323311644604,98.04240520529504,0.4262957146062374,39.678535,-87.745571
effingham,il,34356,119.4,56.7,159.6,67.5,22.8,11.1,50900,east_north_central,0.43951565956455935,97.65688671556642,0.5966934451042031,39.05977,-88.589857
fayette,il,22025,112.8,43.9,110,58,20.4,16.9,43014,east_north_central,4.472190692395006,93.48467650397276,0.49035187287173665,39.000191,-89.024144
ford,il,13758,149.8,45.9,128.3,66.8,23.4,11.4,52375,east_north_central,0.8358773077482192,97.41968309347288,0.4143044047099869,40.597177,-88.223259
franklin,il,39503,132.3,45.3,118.1,103.4,25.9,20,35681,east_north_central,0.6100802470698428,97.25843606814672,0.5619826342303116,37.992285,-88.924154
fulton,il,36047,138.6,45.3,133.1,74.9,21.1,14.8,46342,east_north_central,3.581435348295281,94.36846339501207,0.19973922933947347,40.472766,-90.207473
grundy,il,50338,125.1,50.3,142,90,21.6,8,68474,east_north_central,1.605149191465692,93.98267710278517,0.7131789105645834,41.285087,-88.418495
hamilton,il,8251,76.8,69.1,167.5,85.2,31.2,14.9,42330,east_north_central,0.496909465519331,99.28493515937463,0.12119743061447097,38.081574,-88.539106
hancock,il,18633,135.4,46,109.6,74.4,24.3,12.2,47965,east_north_central,0.48838082971072827,97.64933183062308,0.36494391670691784,40.403776,-91.164698
henry,il,49681,119.3,45.6,108.7,74.9,25.8,11.2,52117,east_north_central,1.8276604738229907,93.61123970934563,0.5535315311688573,41.353133,-90.131417
iroquois,il,28814,120.6,55.7,94.2,72,18.9,14,46977,east_north_central,1.2459221211910876,93.87103491358367,0.4893454570694801,40.747226,-87.824304
jackson,il,59188,120.6,48,97,69,22.7,29.5,34243,east_north_central,14.377914442116646,77.35520713658174,3.5598432114617826,37.78514,-89.382116
jefferson,il,38523,115.2,50.9,164.2,92.7,25.9,18.4,40663,east_north_central,8.306725852088363,87.732004257197,1.1499623601484827,38.30052,-88.924008
jersey,il,22441,100.1,29.7,117.1,78.7,29.8,10.5,54331,east_north_central,0.2851922819838688,97.1703578271913,0.5748406933737356,39.085662,-90.356683
jo daviess,il,22186,118.6,42.6,126.3,55.9,23.4,10.2,49573,east_north_central,0.401153880825746,97.57504732714324,0.5048228612638601,42.365816,-90.212586
johnson,il,12866,131.4,64.9,93.1,83.6,20.6,17.9,39965,east_north_central,9.67666718482823,88.90875174879527,0.2487175501321312,37.459631,-88.880889
kane,il,526615,124.9,37.8,128.3,58.9,17.9,10.9,71444,east_north_central,5.610360510050037,72.47533777047748,3.7308090350635665,41.938904,-88.428638
kankakee,il,111493,112.1,46.1,136,73.6,15.1,16.7,49584,east_north_central,15.165077628191904,79.95927995479536,1.0691254159453958,41.137705,-87.861798
kendall,il,121452,128.6,45.8,131.9,54.6,21.4,5.8,79648,east_north_central,6.531798570628726,83.11596350821723,3.1460988703356056,41.590542,-88.428834
knox,il,51752,116.1,44.9,108.3,69.1,26.2,19.6,39494,east_north_central,8.502086875869532,86.61501004792085,1.0782191992579997,40.931817,-90.213259
la salle,il,111935,116.4,49.6,180.1,76.4,26.3,13.8,49487,east_north_central,2.4407021932371467,94.28596953589137,0.6736052173136196,41.343995,-88.885946
lake,il,702890,135.8,39.3,112.7,58.2,22.7,9.5,75106,east_north_central,6.841895602441349,79.79498925863221,6.927115195834341,42.325323,-87.631209
lee,il,34718,112,47.3,120.7,66.9,25.3,12.4,53126,east_north_central,5.089578892793364,90.78863989861168,0.6221556541275419,41.746193,-89.300387
livingston,il,37278,126.9,49.7,154.6,81.6,26.6,12.5,52819,east_north_central,4.4020601963624655,92.45667686034659,0.6840495734749719,40.891557,-88.557717
logan,il,29820,123.9,60.6,125.3,90.7,18.3,13.6,50991,east_north_central,10.248155600268277,80.54996646545942,0.6002682763246143,40.124557,-89.367546
macon,il,108404,131.4,51,147.1,96.6,24.3,18.1,46179,east_north_central,14.131397365410871,78.35780967491975,1.1752333862219106,39.859995,-88.961597
macoupin,il,46482,126,51.5,132.2,79.5,20.8,13.9,50089,east_north_central,0.546448087431694,97.00098963039456,0.4819069747429112,39.261015,-89.924433
madison,il,266759,124.7,43.5,121.6,83.5,21.1,13.7,53864,east_north_central,8.25051825805315,88.1147402711811,0.9011879636675801,38.829853,-89.905168
marion,il,38503,125,49.1,128,91.5,26.3,19.2,40969,east_north_central,3.516609095395164,92.9797678103005,0.8492844713398956,38.649591,-88.918973
marshall,il,12060,140.1,48.1,175.6,58.5,27.1,10.2,50899,east_north_central,0.3648424543946932,97.16417910447761,0.35655058043117743,41.033174,-89.344777
mason,il,13931,111.3,49.9,108.5,92.3,25.6,14,45563,east_north_central,0.7465365013279736,97.69578637570885,0.43069413538152324,40.239648,-89.916784
massac,il,14883,120.2,45,113.3,100.9,21.1,17.5,41373,east_north_central,6.416717059732581,90.9830007390983,0.41658267822347644,37.219027,-88.707744
mcdonough,il,31727,107.5,50.2,111.9,63.1,23.1,21.1,41661,east_north_central,5.386579254262931,90.34891417404734,2.0235130961011127,40.456211,-90.67791
mchenry,il,307083,138.2,43.6,119.1,65.3,19.9,7.1,75713,east_north_central,1.3048589469296574,92.34115857927661,2.667357033766115,42.324387,-88.45245
mclean,il,173254,131,42.1,157,64.1,30.2,13.8,62261,east_north_central,8.223186766250707,83.4231821487527,4.934950996802383,40.49089,-88.847323
menard,il,12576,134.7,46.9,101.3,75.9,20.6,10.8,60151,east_north_central,0.691793893129771,97.2248727735369,0.44529262086513993,40.027397,-89.80217
mercer,il,15971,139.9,44.6,120.2,76.7,26.7,9.7,53626,east_north_central,0.5447373364222654,97.57059670653058,0.29428338864191345,41.205339,-90.741408
monroe,il,33703,125.2,44.1,130.8,60.9,29.6,4.9,71604,east_north_central,0.2937423968192743,97.63819244577634,1.1185947838471353,38.278649,-90.177377
montgomery,il,29301,136.6,55.6,118.2,86.5,19.2,16.1,42614,east_north_central,8.009965530186683,89.91160711238524,0.2696153714890277,39.23104,-89.47887
morgan,il,34801,135.4,48.7,122.2,77.6,20,16,48223,east_north_central,5.939484497571909,91.11232435849544,0.6091778971868624,39.715565,-90.201496
moultrie,il,14915,137.3,38,98.9,56.9,23.6,12.4,47645,east_north_central,0.36205162587998657,98.26349312772376,0.12068387529332886,39.641479,-88.619299
ogle,il,52034,122.5,40.8,83.1,66.7,26.4,13,51334,east_north_central,1.0377829880462774,94.38059730176423,0.4170350155667448,42.042645,-89.320654
peoria,il,186818,135.3,47.3,149.6,84,23.8,17,49827,east_north_central,17.41320429508934,73.53520538706121,3.7614148529584943,40.788081,-89.759987
perry,il,21595,125,54.5,108.3,74.4,26.2,17.6,41931,east_north_central,8.441768927992591,89.07617504051863,0.5695762908080574,38.08376,-89.367015
piatt,il,16469,146.6,30.1,118.3,79.8,40.3,7.2,66279,east_north_central,0.39468091565972435,97.37081790029752,0.46147307061752385,40.010367,-88.591091
pike,il,16054,111,57.6,98.7,68.4,18.5,17.3,39430,east_north_central,1.2956272580042356,96.74224492338358,0.3301357917030024,39.622496,-90.886287
randolph,il,32934,97.2,57.9,102.1,78.6,21,14.1,44991,east_north_central,10.493714702131536,87.34134936539746,0.33703771178721076,38.052124,-89.825311
richland,il,16072,120.3,48.9,127.7,81.6,26.8,16.4,41985,east_north_central,0.5662020905923345,97.08810353409656,0.6533101045296167,38.71236,-88.085101
rock island,il,146536,119.9,44.3,118.3,66.8,26.4,15.8,48160,east_north_central,9.599006387508872,81.96552383032156,2.265654856144565,41.46733,-90.567426
saline,il,24659,104.2,57.9,118.2,91.8,22.7,18.6,39281,east_north_central,3.369966340889736,93.17085039944848,0.6691268907903808,37.753183,-88.540801
sangamon,il,198639,138.1,48.5,119.7,77.6,21.8,15.2,55255,east_north_central,12.663676317339496,82.46869950009817,1.7715554347333604,39.758173,-89.658898
shelby,il,22011,113.4,48.2,100.5,77.1,20.1,12.6,50569,east_north_central,0.6496751624187906,98.38717005133796,0.3498250874562719,39.391156,-88.805536
st. clair,il,265569,123,45.9,126.2,75.8,19.2,18.3,48343,east_north_central,29.89882102203194,64.9157092883582,1.3638640052114517,38.470305,-89.92841
stephenson,il,46283,108.2,39.3,104.7,63.8,21.4,18.6,42897,east_north_central,9.312274485232159,86.18715295032733,0.8383207657239159,42.351747,-89.66236
tazewell,il,135400,125.9,48.3,139.6,87.2,24.1,8.9,57544,east_north_central,1.2038404726735599,95.98449039881831,0.9290989660265879,40.507517,-89.51342
union,il,17458,124.9,48.5,102.9,102.7,25.5,16.7,42799,east_north_central,0.7102760911902852,94.00847748883034,0.4353305075037232,37.471228,-89.255088
vermilion,il,79613,133.8,54.2,140.6,86.4,20.2,19.6,44085,east_north_central,13.749010839938201,82.7892429628327,0.8943263034931481,40.183422,-87.732835
warren,il,17611,151.9,48.2,109.4,74,24.3,15.1,45770,east_north_central,2.799386746919539,89.92107205723696,2.169098858667878,40.848832,-90.615029
washington,il,14369,110.1,66.2,153.6,74.1,23.1,9.9,53967,east_north_central,0.8003340524740762,96.7081912450414,0.5010787111142042,38.352175,-89.410454
wayne,il,16517,128.7,34,122.6,89.2,23.6,17.4,42896,east_north_central,0.6659805049343102,97.29369740267603,0.77495913301447,38.429565,-88.425614
whiteside,il,57155,122.9,38.1,120.4,71.8,22.3,12.1,50489,east_north_central,1.9858280115475462,92.70055113288426,0.5388854868340478,41.756265,-89.914092
will,il,685378,129.2,45.2,134,72,16.4,8.5,74669,east_north_central,11.163620658964835,74.19248940000992,5.131474894146004,41.445035,-87.978658
williamson,il,67336,104.7,55.7,108.6,97.5,23.9,16.2,44041,east_north_central,4.330521563502436,92.29535463942022,0.9875846501128668,37.730247,-88.929937
winnebago,il,288896,117.4,42.2,105.2,74,24.3,16.3,47214,east_north_central,12.502769162605228,78.58883473637572,2.5240917146654853,42.336265,-89.160853
woodford,il,39123,141.4,42.3,119.1,61,24,7,67036,east_north_central,0.5495488587276027,96.82795286660021,0.7821486082355648,40.788232,-89.211137
adams,in,34813,103.4,54,110.6,50.2,23,15.5,48001,east_north_central,0.7095050699451354,96.92643552695831,0.3475713095682647,40.74566,-84.936655
allen,in,365565,122.3,42.7,101.2,61.9,18.4,17,45587,east_north_central,11.53502113167289,79.59925047529167,3.344959172787329,41.090871,-85.066562
bartholomew,in,80203,122.4,40.2,86.1,77.8,20.7,11.6,54341,east_north_central,1.897684625263394,86.1663528795681,5.716743762702143,39.205973,-85.897605
blackford,in,12364,104.9,51.6,122.6,74.9,22,15.4,39373,east_north_central,0.6065998058880622,97.34713684891621,0.30734390164995146,40.473601,-85.32482
boone,in,61884,141.9,34.8,104,67,19.1,7.3,68047,east_north_central,1.3040527438433198,94.05823799366557,2.4190420787279425,40.050801,-86.468696
brown,in,14965,90.3,45.7,93.7,61.8,29.3,13.4,51074,east_north_central,0.273972602739726,97.17340461075844,0.29401937854994986,39.196211,-86.227375
carroll,in,20007,93.7,42.5,102.8,66.1,17.8,10.9,52587,east_north_central,0.449842555105713,97.00104963262858,0.0899685110211426,40.582859,-86.563484
cass,in,38324,115.4,42.4,107.1,89.5,11.3,13.8,41611,east_north_central,1.4664440037574367,84.88936436697631,1.4768813276275963,40.761491,-86.345947
clark,in,113993,118.5,43.6,56.3,88.1,12.8,11.7,50296,east_north_central,6.945163299500846,88.16857175440597,0.7816269420052109,38.477195,-85.707272
clay,in,26568,117.6,52.3,107.5,73.8,20.1,15,47030,east_north_central,0.2408912978018669,97.289972899729,0.08280638361939174,39.392728,-87.115758
clinton,in,32692,113.1,48,94.1,76.2,16.6,14.4,47279,east_north_central,1.0920102777437906,93.51217423222806,0.21106080998409396,40.301691,-86.47516
daviess,in,32583,82.6,44.1,91.3,62.8,17.9,13.9,45578,east_north_central,1.7892766166405794,95.66645183070926,0.27314857440996837,38.70241,-87.072068
de kalb,in,42489,126.4,50.4,98.4,68.5,17.8,12.9,50279,east_north_central,0.3600932005930947,96.92861681847066,0.36480030125444235,41.39758,-84.999084
dearborn,in,49552,121.4,42,101,82.3,16,10.8,55077,east_north_central,0.8415402001937359,97.11616080077495,0.4177429770745883,39.145186,-84.973261
decatur,in,26340,81.6,35.8,118,69.6,19,12.9,47666,east_north_central,0.5656795747911921,96.38192862566439,1.3249810174639332,39.307,-85.501143
delaware,in,116463,114.9,43.4,122.5,79.9,21,23,37116,east_north_central,6.116964186050505,88.64875539871032,1.2982664022049921,40.227525,-85.396899
dubois,in,42345,111.8,41.6,116.9,55,24,8.9,55606,east_north_central,0.4179950407368048,94.97697484945094,0.6612350926909907,38.364276,-86.879802
elkhart,in,201640,112.9,42.1,102.9,70.2,19.2,15.5,46123,east_north_central,5.602063082721682,87.3636183296965,1.0841102955762745,41.597384,-85.858755
fayette,in,23608,83.9,33.9,98.5,87.4,16.3,17.3,40212,east_north_central,2.4483226025076243,96.2427990511691,0.16943409013893596,39.640056,-85.178725
floyd,in,76290,132.3,38.5,71.9,79.3,15.1,13.1,55844,east_north_central,5.160571503473587,90.23594180102242,1.0617381046008652,38.318929,-85.906831
franklin,in,22887,100.6,32.8,118.6,64.7,19.7,11.4,53538,east_north_central,0.33206623847599076,97.915847424302,0.7995805479092934,39.414865,-85.060285
fulton,in,20412,119.6,55.6,100.2,83.8,20.9,16.3,44337,east_north_central,0.9014305310601607,94.33666470703508,0.5437977660199882,41.046963,-86.263584
gibson,in,33684,112.7,44,119.2,70,19.4,12,48579,east_north_central,1.822823892649329,95.13715710723191,0.2464077900486878,38.311825,-87.584595
grant,in,68269,116.4,56.1,130.5,85.5,19.6,21.7,39325,east_north_central,7.064699937013872,88.6288066325858,0.7411856040076755,40.515845,-85.654726
greene,in,32633,97.8,44.4,75.3,81.1,23.8,13.7,43786,east_north_central,0.3217601814114547,98.00202249256887,0.3891766003738547,39.036329,-86.962047
hamilton,in,303042,131.1,37.3,95,46.7,22.8,5.5,84022,east_north_central,3.560562562285096,87.65748642102415,5.526956659472944,40.072489,-86.052014
hancock,in,71955,121.5,39.9,74.5,83.1,25.3,6.5,67738,east_north_central,2.033215203946911,95.30817872281287,0.7462997706900146,39.82355,-85.773238
harrison,in,39370,124.2,35.3,73.3,90.7,16.4,13,50321,east_north_central,0.08636017272034544,97.27965455930912,0.7772415544831089,38.195123,-86.111311
hendricks,in,155817,133,35.6,110.1,69.9,17.5,6.4,68575,east_north_central,6.149521554130807,88.93060449116592,2.4798321107452974,39.769517,-86.509976
henry,in,48953,108.7,48.9,91.6,76.6,18.9,17.2,42133,east_north_central,2.028476293587727,95.14840765632341,0.347271873021061,39.93104,-85.396435
howard,in,82728,108,36.2,85.9,75,16.8,15.8,45211,east_north_central,7.082245430809399,88.08625858234214,1.3224059568707087,40.483586,-86.116931
huntington,in,36696,127.9,40.1,107.4,65,21.5,13,44828,east_north_central,0.855679093089165,96.68356224111619,0.8039023326793111,40.82924,-85.488172
jackson,in,43637,128.8,50.3,90,81.4,25.9,12.9,49614,east_north_central,0.5454087127896051,92.12136489676192,2.3053830464972385,38.90642,-86.037538
jasper,in,33461,123.7,45.4,101.9,85.6,10.9,10.7,53757,east_north_central,0.9085203669944114,95.63969994919458,0.37058067601087835,41.022998,-87.116121
jay,in,21196,122.6,65.7,100.6,68.9,25.6,16,41847,east_north_central,0.36799396112474053,97.98546895640686,0.36799396112474053,40.437918,-85.005635
jefferson,in,32482,96.7,45.3,106.6,81.7,17.9,15.3,44569,east_north_central,1.9302998583831046,94.67089464934425,0.8066005787820947,38.785823,-85.438573
jennings,in,28023,111.7,42.2,71.4,97.9,19,16.9,44554,east_north_central,1.3274809977518467,97.16661313920709,0.22481533026442566,38.99693,-85.628065
johnson,in,147567,117.5,46.3,62.4,67.9,21.7,11.8,58936,east_north_central,2.119715112457392,92.50645469515543,2.4815846361313842,39.489971,-86.101637
knox,in,37956,133.1,54,121.5,76,20.6,15.9,44091,east_north_central,3.006112340604911,94.3276425334598,0.7376962799030456,38.68909,-87.418008
kosciusko,in,78461,121.7,48.8,102.6,71.6,22.7,12.7,51603,east_north_central,0.9291240234001605,93.75740813907547,1.028536470348326,41.244097,-85.860718
la porte,in,110993,112.1,46.6,127.4,77.2,26.4,17,46610,east_north_central,10.957447766976296,83.57734271530637,0.5649004892200409,41.549022,-86.742366
lagrange,in,38395,104.4,37.7,83.4,56.4,16.2,12.7,51810,east_north_central,0.22398749837218387,97.94244042192994,0.09115770282588878,41.642606,-85.426498
lake,in,489698,127.2,50.8,131.9,74,10.7,17.8,48341,east_north_central,24.651111501374317,61.84771022140176,1.3685986056712505,41.472211,-87.376382
lawrence,in,45696,107.2,55.6,95.9,89.5,27.3,12.9,44435,east_north_central,0.35014005602240894,96.65397408963585,0.507703081232493,38.841163,-86.483451
madison,in,129862,114.3,42.2,128.7,81.8,16.3,19.6,41117,east_north_central,7.846021160924674,87.82861807149128,0.42121636814464586,40.161656,-85.719345
marion,in,932142,126.7,39.7,86.5,79.7,14.1,21.3,41478,east_north_central,27.341649662819613,62.44188117261104,2.7076346736870565,39.78171,-86.138472
marshall,in,46833,108.4,42.7,116.3,67.1,18.2,13.8,45855,east_north_central,0.6042747635214486,93.60707193645506,0.4099673307283326,41.324849,-86.261761
miami,in,36093,88.2,33.2,82.1,77.1,12.2,17.7,43694,east_north_central,4.995428476435874,91.460948106281,0.4349873936774444,40.769504,-86.045023
monroe,in,143292,123,44,96,66.9,31,24,42404,east_north_central,3.0915892024676883,86.71244731038718,6.25715322558133,39.160918,-86.523137
